time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-11-03T03:39:39.000Z,34.8594,-11.399,19.99,4.6,mb,,40,3.081,1.29,us,usc000stkj,2022-07-27T06:33:16.131Z,"Madeira Islands, Portugal region",earthquake,5.8,3.9,0.066,70,reviewed,us,us
2014-11-02T18:32:06.920Z,35.7398,-4.4709,111.35,4.1,mb,,55,0.753,0.97,us,usc000stit,2015-01-20T09:03:12.040Z,"72 km NW of Al Hoceïma, Morocco",earthquake,4.2,4.2,0.166,11,reviewed,us,us
2014-10-23T02:05:51.000Z,36.7833,-9.6333,22,4,mb,,,,0.71,us,usc000sul8,2015-01-17T01:25:33.040Z,"66 km WSW of Sagres, Portugal",earthquake,5.8,6.2,0.195,8,reviewed,inmg,us
2014-10-09T20:21:12.770Z,34.9249,-4.4305,18.67,4.4,mb,,126,2.108,0.99,us,usb000spg9,2015-01-06T23:49:48.040Z,"10 km W of Targuist, Morocco",earthquake,8.9,4.6,0.535,2,reviewed,us,us
2014-09-08T11:46:21.890Z,36.5346,3.0628,13.94,4,ml,,179,2.836,1.24,us,usb000sab0,2014-12-05T23:36:39.040Z,"1 km WSW of Bougara, Algeria",earthquake,8.3,8.5,,,reviewed,us,alg
2014-08-22T00:22:46.420Z,35.7201,0.1522,15.6,4.1,mb,,174,0.509,1.26,us,usb000s56s,2014-11-22T02:06:25.000Z,"24 km SSE of Mostaganem, Algeria",earthquake,3.8,6.2,0.262,4,reviewed,us,us
2014-08-19T13:38:23.040Z,36.9303,-5.5607,11.33,4.6,mb,,44,0.244,0.6,us,usb000s46p,2014-11-15T04:07:17.000Z,"1 km WNW of Puerto Serrano, Spain",earthquake,,4.8,0.193,12,reviewed,us,us
2014-08-01T04:11:16.520Z,36.8561,3.181,10,5.5,mww,,36,2.608,0.9,us,usb000rz1p,2022-08-07T00:52:43.784Z,"11 km NW of Aïn Taya, Algeria",earthquake,,1.7,,,reviewed,us,us
2014-07-31T17:14:23.840Z,34.999,-2.9655,7.5,4.1,mb,,,,0.91,us,usb000ryxq,2014-10-29T19:52:52.000Z,"4 km ESE of Al Aaroui, Morocco",earthquake,,4.6,0.14,16,reviewed,mdd,us
2014-07-14T03:09:25.500Z,44.4833,6.6833,2,4.1,mb,,,,0.96,us,usb000rsq4,2014-10-10T08:02:17.000Z,"8 km NNW of Jausiers, France",earthquake,,5.5,0.234,5,reviewed,ldg,us
2014-07-09T18:36:23.080Z,36.8882,-3.9222,62.2,4.2,mb,,77,0.24,1.63,us,usb000rrbl,2014-10-10T08:02:10.000Z,"7 km NE of Canillas de Albaida, Spain",earthquake,,6.8,0.237,5,reviewed,mdd,us
2014-06-22T01:32:15.300Z,44.48,6.69,2,4,ml,,,,0.74,us,usc000rjvd,2014-09-19T17:23:04.000Z,"7 km NNW of Jausiers, France",earthquake,,6.3,,,reviewed,ldg,ldg
2014-06-02T07:02:09.440Z,35.929,-3.545,0,4.4,mb,,,,0.66,us,usc000ra1b,2014-08-26T01:21:10.000Z,"83 km NNE of Al Hoceïma, Morocco",earthquake,,1.9,0.219,6,reviewed,mdd,us
2014-05-22T05:22:02.700Z,35.7854,0.2406,10,4.8,mwr,,39,2.056,0.86,us,usb000qz78,2014-08-23T08:36:43.000Z,"21 km SE of Mostaganem, Algeria",earthquake,,1.8,0.08,15,reviewed,us,us
2014-05-22T02:57:40.430Z,35.737,0.2223,11.34,4,mb,,89,2.091,0.91,us,usb000qz67,2014-08-23T08:36:42.000Z,"24 km SSE of Mostaganem, Algeria",earthquake,,5.4,0.519,1,reviewed,us,us
2014-05-14T13:51:49.530Z,33.6607,-4.9973,17.89,4.2,mb,,264,2.903,0.55,us,usb000qm9g,2014-08-09T02:53:42.000Z,"18 km NE of Ifrane, Morocco",earthquake,,9.2,0.305,3,reviewed,us,us
2014-05-11T13:46:40.090Z,37.3422,-12.4842,15,4.2,mb,,291,2.926,0.74,us,usb000qhqv,2014-08-06T00:55:31.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,9.8,0.526,2,reviewed,us,us
2014-05-01T07:46:26.500Z,34.9512,-10.1239,10,4.2,mb,,300,2.417,1.02,us,usb000q68c,2014-07-27T21:51:14.000Z,"239 km NW of El Jadid, Morocco",earthquake,,2,0.529,1,reviewed,us,us
2014-04-29T07:03:25.080Z,42.9918,-0.0072,11.1,4.1,mwr,,181,0.36,1,us,usb000q3ee,2014-07-14T20:11:24.000Z,"6 km ENE of Pierrefitte-Nestalas, France",earthquake,,4.6,0.078,16,reviewed,mdd,us
2014-04-15T07:56:47.070Z,33.6872,-5.1015,10,4.2,mb,,65,1.491,0.92,us,usb000pl10,2014-07-01T02:38:10.000Z,"17 km N of Ifrane, Morocco",earthquake,,1.9,0.132,17,reviewed,us,us
2014-04-13T13:46:40.470Z,37.0232,-12.3965,16.32,4.6,mb,,222,2.856,1.31,us,usb000pmg0,2014-07-01T02:38:05.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,7.4,0.274,5,reviewed,us,us
2014-04-07T19:27:00.350Z,44.6036,6.7073,8.07,4.8,mwr,,19,0.448,1.27,us,usc000p9jb,2022-07-26T12:28:36.553Z,"7 km SE of Guillestre, France",earthquake,,2,0.042,54,reviewed,us,us
2014-03-25T00:12:47.410Z,36.9391,5.6063,10,4.2,mb,,79,3.25,1.22,us,usc000np9b,2014-05-24T00:54:44.000Z,"19 km NW of Jijel, Algeria",earthquake,,1.9,0.263,5,reviewed,us,us
2014-03-23T00:03:18.150Z,36.8221,-12.359,10,4.2,mb,,180,2.845,0.81,us,usc000nnp5,2014-05-24T00:54:41.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,2,0.303,3,reviewed,us,us
2014-03-20T23:27:35.470Z,35.8883,-0.3949,13.96,4.2,mb,,53,0.199,1.14,us,usc000njdz,2022-07-26T10:09:19.977Z,"12 km NW of Aïn el Bya, Algeria",earthquake,,5.2,0.526,3,reviewed,us,us
2014-03-14T21:50:56.150Z,33.8008,-4.1299,18.26,4.2,mb,,126,1.061,1.06,us,usc000nnp4,2014-05-16T21:51:41.000Z,"15 km SW of Tmourghout, Morocco",earthquake,,6.4,0.152,12,reviewed,us,us
2014-03-11T12:27:05.040Z,34.2111,-4.9098,10.04,4.6,mb,,76,1.412,0.88,us,usc000n7mb,2014-05-15T02:24:25.000Z,"16 km NNE of Fès al Bali, Morocco",earthquake,,1.9,0.064,76,reviewed,us,us
2014-02-22T19:30:34.450Z,36.8088,3.6616,14.29,4.3,mb,,106,0.833,1.02,us,usc000mwn1,2022-07-26T07:54:05.408Z,"13 km NE of Thenia, Algeria",earthquake,,3.3,0.137,15,reviewed,us,us
2013-12-28T00:50:20.030Z,36.802,-12.2453,10,4.2,mb,,122,2.757,0.97,us,usc000lt5s,2014-02-28T08:44:10.000Z,"295 km W of Sagres, Portugal",earthquake,,2,0.373,,reviewed,us,us
2013-12-16T07:06:20.350Z,35.4835,-7.0328,34.84,4.8,mb,,44,1.187,0.88,us,usc000llcq,2022-07-26T03:31:40.459Z,"85 km WNW of Larache, Morocco",earthquake,,4.4,0.057,,reviewed,us,us
2013-10-23T13:57:28.140Z,35.2107,-9.4056,44.37,4.4,mb,,81,1.974,1.07,us,usb000kj73,2014-01-03T00:32:51.000Z,"203 km SSW of Sagres, Portugal",earthquake,,4.6,0.11,,reviewed,us,us
2013-10-19T00:19:12.460Z,36.0818,-9.9514,21.49,4.3,mb,,48,2.227,0.69,us,usb000kh1c,2013-12-30T23:41:13.000Z,"136 km SW of Sagres, Portugal",earthquake,,4,0.1,,reviewed,us,us
2013-10-02T23:29:29.210Z,40.3393,0.7804,0,4,mb,,,,1.07,us,usb000k53j,2013-12-19T02:51:33.000Z,"29 km ESE of Vinaròs, Spain",earthquake,,1.9,0.367,,reviewed,mdd,us
2013-10-02T23:06:50.070Z,40.3448,0.7898,0,4.3,mb,,,,1.79,us,usb000k534,2013-12-19T02:51:33.000Z,"30 km ESE of Vinaròs, Spain",earthquake,,1.9,0.53,,reviewed,mdd,us
2013-10-01T03:32:45.080Z,40.3289,0.7864,0,4.1,mwr,,,,1.19,us,usb000k3by,2013-12-19T02:51:31.000Z,"30 km ESE of Vinaròs, Spain",earthquake,,1.9,0.075,,reviewed,mdd,us
2013-09-02T12:36:36.600Z,43.4167,-0.6333,2,4.2,ml,,,,1.29,us,usb000k0up,2013-11-06T01:33:40.000Z,"2 km SE of Mont, France",earthquake,,6.5,,,reviewed,us_ldg,us_ldg
2013-08-08T07:05:25.220Z,35.245,-4.1921,10,4.2,mb,,76,2.039,1.3,us,usb000iydg,2013-10-12T21:32:31.000Z,"21 km W of Tirhanimîne, Morocco",earthquake,,1.9,0.108,,reviewed,us,us
2013-07-17T03:00:56.500Z,36.534,3.086,9.8,4.8,mb,239,49,,1.17,us,usb000ifvd,2022-07-25T18:31:30.432Z,"0 km SSE of Bougara, Algeria",earthquake,,2.5,,202,reviewed,us,us
2013-05-26T16:00:55.070Z,36.736,5.178,10,5,mb,402,33.5,,0.79,us,usb000h6pb,2014-11-07T01:50:54.486Z,"8 km ESE of Bejaïa, Algeria",earthquake,,,,274,reviewed,us,us
2013-05-23T20:03:06.840Z,36.397,3.437,14,4.3,mb,93,76,,1.12,us,usb000h3wb,2014-11-07T01:50:53.442Z,"23 km SW of Lakhdaria, Algeria",earthquake,,4.9,,20,reviewed,us,us
2013-05-19T09:07:26.500Z,36.703,5.261,6.7,5,mb,223,35,,1.03,us,usb000gyv1,2022-07-25T02:32:50.455Z,"16 km ESE of Bejaïa, Algeria",earthquake,,3.6,,150,reviewed,us,us
2013-05-02T18:55:36.550Z,35.731,-0.056,17.3,4.2,mb,51,81.2,,0.99,us,usc000gm4v,2014-11-07T01:50:43.531Z,"23 km ESE of Aïn el Bya, Algeria",earthquake,,14.9,,14,reviewed,us,us
2013-04-30T17:53:14.820Z,35.377,5.644,10.4,4,mb,37,105,,1.14,us,usb000giwb,2014-11-07T01:50:40.012Z,"16 km SSE of Boumagueur, Algeria",earthquake,,6.9,,18,reviewed,us,us
2013-04-29T19:27:25.200Z,34.703,-2.173,8.1,4.1,mb,16,85.3,,0.85,us,usp000k0g8,2014-11-07T01:50:39.581Z,"24 km W of Oujda-Angad, Morocco",earthquake,,10.1,,2,reviewed,us,us
2013-04-20T15:18:22.030Z,42.713,-1.712,0,4.3,mb,51,48.8,,,us,usb000gcn0,2014-11-07T01:50:36.805Z,"3 km NNE of Adiós, Spain",earthquake,,,,11,reviewed,mdd,us
2013-04-05T07:25:26.080Z,42.069,7.506,18.2,4,mb,61,66.6,,1.24,us,us2013nqd4,2014-11-07T01:50:30.602Z,"90 km W of Cargèse, France",earthquake,,11.2,,4,reviewed,us,us
2013-04-04T18:58:22.500Z,33.766,7.698,10,4.7,mb,41,70.3,,0.82,us,usp000k02a,2014-11-07T01:50:30.477Z,"20 km SW of Nefta, Tunisia",earthquake,,,,4,reviewed,us,us
2013-03-23T02:57:40.300Z,42.855,-1.797,2,4.2,ml,54,119.3,,,us,us2013ncad,2014-11-07T01:50:22.500Z,"2 km WNW of Oltza, Spain",earthquake,,,,,reviewed,ldg,ldg
2013-03-19T03:11:31.560Z,36.46,-5.551,44.6,4,mb,85,67,,,us,usp000jztp,2014-11-07T01:50:21.429Z,"9 km WNW of Jimena de la Frontera, Spain",earthquake,,,,11,reviewed,mdd,us
2013-03-16T09:49:25.700Z,35.718,5.622,10,4.4,mb,55,101.3,,1.12,us,usb000fltk,2014-11-07T01:50:20.750Z,"5 km NNW of Râs el Aïoun, Algeria",earthquake,,,,15,reviewed,us,us
2013-03-01T18:43:19.680Z,36.902,5.291,14.8,4.2,mb,35,90.9,,1,us,usp000jzkn,2014-11-07T01:50:16.227Z,"24 km NE of Bejaïa, Algeria",earthquake,,17.9,,3,reviewed,us,us
2013-02-22T12:30:48.510Z,36.752,5.279,11.4,4.5,mb,68,49.7,,1.02,us,usc000fbmx,2014-11-07T01:50:10.797Z,"17 km E of Bejaïa, Algeria",earthquake,,7.8,,15,reviewed,us,us
2013-01-07T04:20:24.100Z,44.768,6.637,7,4.1,ml,71,40.5,,,us,usp000jy0g,2014-11-07T01:49:47.337Z,"7 km SE of Saint-Martin-de-Queyrières, France",earthquake,,,,,reviewed,ldg,ldg
2013-01-05T23:26:12.400Z,43.069,-0.216,2,4.1,ml,56,119.5,,,us,usp000jxxw,2014-11-07T01:49:46.962Z,"5 km SW of Saint-Pé-de-Bigorre, France",earthquake,,,,,reviewed,ldg,ldg
2012-12-30T23:35:02.590Z,43.183,-0.233,2,4.8,ml,80,66.6,,,us,usp000jxn1,2014-11-07T01:49:41.171Z,"1 km N of Coarraze, France",earthquake,,,,,reviewed,ldg,ldg
2012-11-28T23:50:47.740Z,36.787,5.195,10,4.5,mb,89,44.5,,1.05,us,usp000jw77,2014-11-07T01:49:27.394Z,"10 km ENE of Bejaïa, Algeria",earthquake,,,,10,reviewed,us,us
2012-11-28T23:15:29.840Z,36.941,5.312,10,5,mb,214,71.9,,1.42,us,usp000jw74,2022-05-03T16:00:02.911Z,"28 km NE of Bejaïa, Algeria",earthquake,,,,110,reviewed,us,us
2012-10-16T05:16:55.210Z,37.285,-12.765,10,4.2,mb,31,285.2,,0.62,us,usp000ju1k,2014-11-07T01:49:06.029Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,4,reviewed,us,us
2012-10-10T06:14:41.590Z,36.972,4.515,10,4.6,mb,121,75.4,,1.01,us,usp000jttd,2014-11-07T01:49:04.293Z,"26 km NE of Arhribs, Algeria",earthquake,,,,37,reviewed,us,us
2012-10-03T09:20:44.690Z,44.586,7.316,10,4.5,mb,90,33.8,,1.03,us,usp000jtfg,2015-03-24T02:05:07.239Z,"2 km N of Melle, Italy",earthquake,,,,3,reviewed,us,us
2012-06-18T22:09:50.430Z,39.257,6.346,10,4.5,mb,172,39.8,,1.27,us,usp000jmy1,2015-03-24T02:33:35.162Z,"169 km W of Carloforte, Italy",earthquake,,,,24,reviewed,us,us
2012-06-05T05:09:42.790Z,36.88,-10.806,10,4.5,mb,49,142.6,,1.43,us,usp000jmbw,2014-11-07T01:48:00.835Z,"166 km W of Sagres, Portugal",earthquake,,,,3,reviewed,us,us
2012-06-03T14:57:32.460Z,36.536,5.242,10,4,mb,48,45.3,,1.03,us,usp000jm9j,2014-11-07T01:48:00.048Z,"24 km E of Barbacha, Algeria",earthquake,,,,3,reviewed,us,us
2012-05-18T13:12:11.480Z,33.994,1.854,10,4.5,mb,85,65.1,,1.4,us,usp000jkjr,2014-11-07T01:47:48.568Z,"26 km WSW of Aflou, Algeria",earthquake,,,,23,reviewed,us,us
2012-04-25T03:18:18.900Z,36.497,1.641,10,4.6,mb,231,25.3,,1.13,us,usp000jjj6,2015-03-24T01:28:41.764Z,"25 km N of El Abadia, Algeria",earthquake,,,,101,reviewed,us,us
2012-04-18T09:47:25.480Z,36.462,-2.633,3.4,4.3,mb,45,78.6,,,us,usp000jj63,2015-03-24T01:28:33.451Z,"33 km S of Roquetas de Mar, Spain",earthquake,,,,8,reviewed,mdd,us
2012-04-05T04:56:20.480Z,36.186,4.566,1,4.6,mb,87,74,,,us,usp000jh91,2014-11-07T01:47:26.278Z,"14 km NNW of El Achir, Algeria",earthquake,,,,18,reviewed,alg,us
2012-03-24T05:50:01.890Z,36.45,0.855,10,4.1,mb,34,75.9,,1.33,us,usp000jgq3,2014-11-07T01:47:18.380Z,"30 km W of Abou el Hassan, Algeria",earthquake,,,,7,reviewed,us,us
2012-03-21T06:41:58.780Z,35.713,-0.592,24.4,4.2,ml,28,76.2,,,us,usp000jgjt,2014-11-07T01:47:17.493Z,"4 km ENE of Oran, Algeria",earthquake,,,,,reviewed,mdd,alg
2012-03-05T02:45:23.080Z,36.41,0.807,7.5,4.3,mb,58,53.8,,1.14,us,usp000jft5,2014-11-07T01:47:11.134Z,"31 km NNW of ’Aïn Merane, Algeria",earthquake,,7.4,,11,reviewed,us,us
2012-03-04T03:47:40.920Z,42.072,7.623,10,4.8,mb,161,30.8,,1.13,us,usp000jfs0,2015-03-24T02:02:55.441Z,"80 km W of Cargèse, France",earthquake,,,,43,reviewed,us,us
2012-03-02T07:15:50.780Z,44.489,6.705,10,4.5,mb,78,37.8,,,us,usp000jfpa,2014-11-07T01:47:09.240Z,"8 km NNW of Jausiers, France",earthquake,,,,4,reviewed,ldg,us
2012-02-27T16:31:21.400Z,44.488,6.685,0,4.1,ml,72,48.4,,,us,usp000jfgt,2014-11-07T01:47:05.237Z,"8 km NNW of Jausiers, France",earthquake,,,,,reviewed,csem,csem
2012-02-26T22:37:55.790Z,44.538,6.658,2,4.2,mwr,172,34.4,,,us,usp000jff8,2015-03-24T01:26:37.545Z,"13 km ESE of Embrun, France",earthquake,,,,,reviewed,csem,us
2012-02-18T00:28:25.150Z,34.413,-5.534,10,4.2,mb,67,73.6,,0.98,us,usp000jf1z,2015-03-24T01:53:10.042Z,"26 km NE of Sidi Qacem, Morocco",earthquake,,,,14,reviewed,us,us
2012-01-31T14:36:21.240Z,37.833,-3.135,5,4.4,ml,49,29.1,,1.12,us,usp000je7d,2015-03-24T01:59:07.381Z,"6 km W of Quesada, Spain",earthquake,,,,,reviewed,us,ldg
2011-12-06T19:12:12.660Z,37.058,-12.581,10,4.1,mb,60,156.6,,1.07,us,usp000jbwf,2014-11-07T01:46:31.578Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,7,reviewed,us,us
2011-08-03T01:36:13.800Z,44.299,4.399,4,4.3,ml,70,81.8,,,us,usp000j5vy,2014-11-07T01:45:32.947Z,"4 km ESE of Barjac, France",earthquake,,,,,reviewed,ldg,ldg
2011-07-25T12:31:20.000Z,44.982,7.284,25.1,4.4,mwr,165,36,,,us,usp000j5fw,2015-03-24T01:19:17.675Z,"5 km NW of Cantalupa, Italy",earthquake,,,,,reviewed,rom,us
2011-07-07T19:21:46.800Z,41.948,7.698,10.9,5.1,mwc,410,29.9,,,us,usp000j4b6,2015-03-24T01:18:48.116Z,"77 km WSW of Cargèse, France",earthquake,,,,,reviewed,ldg,gcmt
2011-05-11T23:23:34.840Z,33.575,-12.445,14.8,4.6,mb,143,70.2,,,us,usp000j1f6,2014-11-07T01:44:49.784Z,"Madeira Islands, Portugal region",earthquake,,,,18,reviewed,mdd,us
2011-05-11T16:47:25.730Z,37.699,-1.672,1,5.1,mwr,397,20.8,,,us,usp000j1en,2023-11-21T17:54:16.206Z,"4 km NE of Lorca, Spain",earthquake,,,,,reviewed,mdd,us
2011-05-11T15:05:13.120Z,37.693,-1.673,0,4.5,mb,84,51.8,,,us,usp000j1ea,2022-07-19T14:50:30.734Z,"3 km NE of Lorca, Spain",earthquake,,,,13,reviewed,mdd,us
2011-04-19T17:40:14.430Z,36.189,-10.56,10,4,mb,17,225.3,,0.75,us,usp000j08z,2014-11-07T01:44:35.488Z,"170 km WSW of Sagres, Portugal",earthquake,,,,3,reviewed,us,us
2011-02-26T02:35:32.610Z,36.797,3.526,10,4.2,mb,17,83.4,,1,us,usp000hv32,2014-11-07T01:43:44.003Z,"5 km NE of Boumerdas, Algeria",earthquake,,,,2,reviewed,us,us
2011-02-18T01:10:06.970Z,35.557,-4.5,10,4.2,mb,58,117,,1.02,us,usp000hup0,2014-11-07T01:43:40.952Z,"61 km NW of Tirhanimîne, Morocco",earthquake,,,,5,reviewed,us,us
2010-12-19T06:08:49.000Z,41.832,2.842,0,4.1,ml,58,60.4,,,us,usp000hr4n,2014-11-07T01:43:09.742Z,"4 km W of Llagostera, Spain",earthquake,,,,,reviewed,mdd,ldg
2010-11-29T23:57:23.630Z,36.991,-12.45,10,4.4,mb,48,232.1,,1.05,us,usp000hqam,2014-11-07T01:42:59.082Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,4,reviewed,us,us
2010-11-14T22:13:55.600Z,43.117,-0.158,2,4,ml,42,130.5,,,us,usp000hpn9,2014-11-07T01:42:55.311Z,"1 km N of Saint-Pé-de-Bigorre, France",earthquake,,,,,reviewed,ldg,ldg
2010-11-09T18:23:35.300Z,42.064,6.854,18.3,4.5,mb,76,57.5,,,us,usp000hpb9,2014-11-07T01:42:53.495Z,"125 km SSE of Le Lavandou, France",earthquake,,,,6,reviewed,ldg,us
2010-11-08T06:55:43.700Z,34.919,-11.862,30,4,ml,13,243.6,,,us,usp000hp9a,2014-11-07T01:42:53.163Z,"Madeira Islands, Portugal region",earthquake,,,,,reviewed,csem,csem
2010-09-28T11:29:39.800Z,45.954,-1.423,2,4.2,mb,68,113.2,,,us,usp000hma0,2014-11-07T01:42:31.516Z,"9 km W of Saint-Pierre-d'Oléron, France",earthquake,,,,1,reviewed,ldg,us
2010-08-25T08:29:04.960Z,36.377,-6.28,43.9,4.5,mb,16,185.8,,0.79,us,usp000hjr5,2014-11-07T01:42:17.786Z,"13 km WSW of Chiclana de la Frontera, Spain",earthquake,,8.9,,2,reviewed,us,us
2010-07-25T20:24:38.660Z,36.2,-7.707,10,4.1,mb,72,81.5,,0.76,us,usp000hgtd,2014-11-07T01:42:01.565Z,"92 km S of Olhão, Portugal",earthquake,,,,7,reviewed,us,us
2010-07-25T16:34:19.100Z,46.403,0.474,2,4,ml,45,73.2,,,us,usp000hgt0,2014-11-07T01:42:01.526Z,"5 km ENE of Saint-Maurice-la-Clouère, France",earthquake,,,,,reviewed,ldg,ldg
2010-07-23T12:45:11.610Z,35.926,-10.428,10,4.3,mb,35,144.7,,0.69,us,usp000hgkc,2014-11-07T01:41:59.565Z,"179 km SW of Sagres, Portugal",earthquake,,,,1,reviewed,us,us
2010-07-11T14:15:34.280Z,35.876,5.46,10.1,4.4,mb,50,88.2,,1.25,us,usp000hf5g,2014-11-07T01:41:52.533Z,"15 km E of Salah Bey, Algeria",earthquake,,6.8,,6,reviewed,us,us
2010-06-30T11:53:45.000Z,45.41,6.474,2,4.3,ml,85,50.4,,,us,usp000heqt,2014-11-07T01:41:45.925Z,"3 km NW of Saint-Martin-de-Belleville, France",earthquake,,,,,reviewed,ldg,str
2010-06-30T07:15:14.300Z,46.474,-0.784,3,4.2,ml,64,126.3,,,us,usp000heqh,2014-11-07T01:41:45.855Z,"1 km ENE of Fontenay-le-Comte, France",earthquake,,,,,reviewed,ldg,ldg
2010-05-24T21:00:40.310Z,35.858,4.108,10,4,mb,18,95.9,,1.12,us,usp000hd4s,2014-11-07T01:41:32.651Z,"15 km SSW of Melouza, Algeria",earthquake,,,,4,reviewed,us,us
2010-05-23T13:28:16.590Z,35.962,4.142,1,5.2,mwc,217,36.8,,0.99,us,usp000hd38,2022-07-16T14:01:03.840Z,"4 km WSW of Melouza, Algeria",earthquake,,4.1,,,reviewed,us,gcmt
2010-05-16T06:52:42.540Z,35.996,3.961,10,5.1,mwc,283,33.6,,1.03,us,usp000hctt,2022-05-02T21:55:55.926Z,"20 km W of Melouza, Algeria",earthquake,,,,,reviewed,us,gcmt
2010-05-16T03:51:30.760Z,35.943,4.104,10,4.3,mb,69,63,,1.13,us,usp000hctf,2014-11-07T01:41:29.626Z,"8 km WSW of Melouza, Algeria",earthquake,,,,22,reviewed,us,us
2010-05-16T03:03:31.690Z,34.577,7.138,10,4.3,mb,45,61.9,,1.21,us,usp000hcte,2014-11-07T01:41:29.622Z,"58 km ESE of Zeribet el Oued, Algeria",earthquake,,,,10,reviewed,us,us
2010-05-14T12:29:22.300Z,35.9,4.12,2,5.3,mwc,312,28.4,,,us,usp000hcre,2022-07-16T13:33:34.864Z,"10 km SW of Melouza, Algeria",earthquake,,,,,reviewed,csem,gcmt
2010-04-22T01:23:55.960Z,35.269,-6.226,10,4.8,mb,53,120.6,,0.96,us,usp000hbrw,2022-07-16T11:32:04.322Z,"10 km NW of Larache, Morocco",earthquake,,,,1,reviewed,us,us
2010-04-14T15:21:15.880Z,34.714,-5.527,15.6,4.1,mb,35,75.6,,0.74,us,usp000hbcs,2014-11-07T01:41:16.248Z,"10 km SSE of Ouezzane, Morocco",earthquake,,14.5,,5,reviewed,us,us
2010-04-11T22:08:12.790Z,36.965,-3.542,609.8,6.3,mwc,588,14,,,us,usp000hb7n,2022-07-16T10:31:34.741Z,"1 km S of Nigüelas, Spain",earthquake,,,,,reviewed,mdd,us
2010-04-10T08:38:02.750Z,35.618,6.399,5,4.1,mb,46,75.5,,1.21,us,usp000hb3s,2014-11-07T01:41:14.585Z,"northern Algeria",earthquake,,,,11,reviewed,us,us
2010-04-01T01:36:39.500Z,42.975,0.268,15,4.3,ml,66,44.3,,,us,usp000ha6g,2014-11-07T01:41:07.988Z,"8 km ESE of Campan, France",earthquake,,,,,reviewed,ldg,ldg
2010-03-31T03:11:56.970Z,36.649,-9.918,10,4.2,mb,65,143,,0.81,us,usp000ha5r,2014-11-07T01:41:06.656Z,"95 km WSW of Sagres, Portugal",earthquake,,,,2,reviewed,us,us
2010-03-27T13:37:52.000Z,38.97,-7.61,15,4.1,ml,67,86.1,,,us,usp000ha17,2022-07-16T09:28:28.477Z,"13 km SE of Vale da Amoreira, Portugal",earthquake,,,,,reviewed,inmg,inmg
2010-03-05T17:10:42.840Z,36.066,-8.766,4.8,4,mb,44,187.8,,0.76,us,usp000h8s6,2014-11-07T01:40:56.222Z,"105 km S of Sagres, Portugal",earthquake,,18.4,,2,reviewed,us,us
2010-02-14T22:14:33.030Z,34.936,-5.504,27.1,4.2,mb,32,101.5,,0.84,us,usp000h7am,2014-11-07T01:40:42.592Z,"16 km NNE of Ouezzane, Morocco",earthquake,,12.2,,4,reviewed,us,us
2010-02-10T04:35:50.310Z,36.862,3.404,8.1,4.1,ml,24,53,,1.11,us,usp000h74n,2014-11-07T01:40:41.463Z,"12 km NNW of Boumerdas, Algeria",earthquake,,10.4,,,reviewed,us,alg
2010-01-21T16:57:04.540Z,34.857,-5.568,10,4.5,mb,60,81.4,,1.04,us,usp000h6ez,2014-11-07T01:40:32.588Z,"6 km N of Ouezzane, Morocco",earthquake,,,,15,reviewed,us,us
2009-12-17T01:37:48.060Z,36.463,-9.9,19.8,5.6,mwc,357,17,,0.78,us,usp000h543,2024-02-16T10:40:15.187Z,"104 km SW of Sagres, Portugal",earthquake,,7,,,reviewed,us,gcmt
2009-11-02T07:28:31.340Z,36.274,1.754,10.1,4.4,mb,102,70.9,,1.07,us,usp000h3nq,2014-11-07T01:40:02.855Z,"6 km E of El Abadia, Algeria",earthquake,,4.4,,12,reviewed,us,us
2009-09-08T00:04:04.540Z,36.086,-7.931,20.8,4.3,ml,69,246.8,,,us,usp000h1ax,2014-11-07T01:39:41.176Z,"103 km S of Faro, Portugal",earthquake,,,,,reviewed,mdd,ldg
2009-09-05T00:47:27.280Z,36.745,-12.442,10,4.4,ml,96,161.6,,0.88,us,usp000h183,2014-11-07T01:39:40.398Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,reviewed,us,us
2009-08-18T06:55:58.230Z,35.993,-7.937,10,4.2,mb,24,123.4,,0.83,us,usp000h0k2,2014-11-07T01:39:32.008Z,"113 km S of Faro, Portugal",earthquake,,,,1,reviewed,us,us
2009-07-07T04:41:43.710Z,35.898,1.174,10,4.1,m,30,196.1,,0.97,us,usp000gz06,2014-11-07T01:39:17.957Z,"6 km ENE of Ammi Moussa, Algeria",earthquake,,,,,reviewed,us,mdd
2009-07-05T15:50:52.960Z,36.017,-10.501,10,4.3,mb,64,144.7,,0.91,us,usp000gyyw,2014-11-07T01:39:17.676Z,"177 km SW of Sagres, Portugal",earthquake,,,,8,reviewed,us,us
2009-04-19T12:39:50.000Z,44.727,7.845,40.2,4.5,ml,152,24.5,,,us,usp000gwcf,2014-11-07T01:38:48.483Z,"1 km ENE of Bandito, Italy",earthquake,,,,,reviewed,rom,ldg
